Rule ID,Resource ID,Compliance,Exception Reason,Rule Level,Rule Info
"AwsSolutions-SNS3","ZyviaObservability/AlertTopic/Resource","Non-Compliant","N/A","Error","The SNS Topic does not require publishers to use SSL."
